Found 2030 candidate functions.

[1/2030] Raw: 5.8163 | Validated: 5.8300%
[1494/2030] Raw: 6.5306 | Validated: inf%
[1495/2030] Raw: 6.7347 | Validated: inf%
[1496/2030] Raw: 6.5306 | Validated: 5.8300%
[1497/2030] Raw: 6.1224 | Validated: 5.9289%
[1498/2030] Raw: 6.1224 | Validated: 5.9289%
[1499/2030] Raw: 6.5306 | Validated: 5.8300%
[1500/2030] Raw: 6.5306 | Validated: 5.8300%
[1501/2030] Raw: 6.1224 | Validated: 5.9289%
[1502/2030] Raw: 6.1224 | Validated: 5.9289%
[1503/2030] Raw: 6.5306 | Validated: 5.8300%
[1504/2030] Raw: 6.5306 | Validated: 5.8300%
[1505/2030] Raw: 6.1224 | Validated: 5.9289%
[1506/2030] Raw: 6.1224 | Validated: 5.9289%
[1507/2030] Raw: 6.5306 | Validated: 5.8300%
[1508/2030] Raw: 6.5306 | Validated: 5.8300%
[1509/2030] Raw: 6.1224 | Validated: 5.9289%
[1510/2030] Raw: 6.1224 | Validated: 5.9289%
[1511/2030] Raw: 6.5306 | Validated: 5.8300%
[1512/2030] Raw: 6.0204 | Validated: 5.9289%
[1513/2030] Raw: 6.5306 | Validated: 5.8300%
[1514/2030] Raw: 6.1224 | Validated: 5.9289%
[1515/2030] Raw: 6.5306 | Validated: inf%
[1516/2030] Raw: 6.0204 | Validated: 5.9289%
[1517/2030] Raw: 6.1224 | Validated: 5.9289%
[1518/2030] Raw: 6.5306 | Validated: 5.8300%
[1519/2030] Raw: 6.5306 | Validated: 5.8300%
[1520/2030] Raw: 6.1224 | Validated: 5.9289%
[1521/2030] Raw: 6.0204 | Validated: 5.9289%
[1522/2030] Raw: 6.5306 | Validated: 5.8300%
[1523/2030] Raw: 6.5306 | Validated: 5.8300%
[1524/2030] Raw: 6.1224 | Validated: 5.9289%
[1525/2030] Raw: 6.0204 | Validated: 5.9289%
[1526/2030] Raw: 6.1224 | Validated: 5.9289%
[1527/2030] Raw: 6.5306 | Validated: 5.8300%
[1528/2030] Raw: 6.5306 | Validated: 5.8300%
[1529/2030] Raw: 6.0204 | Validated: 5.9289%
[1530/2030] Raw: 6.1224 | Validated: inf%
[1531/2030] Raw: 6.5306 | Validated: 5.8300%
[1532/2030] Raw: 6.5306 | Validated: inf%
[1533/2030] Raw: 6.0204 | Validated: 5.9289%
[1534/2030] Raw: 6.5306 | Validated: 5.8300%
[1535/2030] Raw: 6.5306 | Validated: inf%
[1536/2030] Raw: 6.1224 | Validated: 5.9289%
[1537/2030] Raw: 6.0204 | Validated: 5.9289%
[1538/2030] Raw: 6.0204 | Validated: 5.9289%
[1539/2030] Raw: 6.1224 | Validated: 5.9289%
[1540/2030] Raw: 6.1224 | Validated: 5.9289%
[1541/2030] Raw: 6.1224 | Validated: 5.9289%
[1542/2030] Raw: 6.0204 | Validated: 5.9289%
[1543/2030] Raw: 6.0204 | Validated: 5.9289%
[1544/2030] Raw: 6.0204 | Validated: inf%
[1545/2030] Raw: 6.1224 | Validated: 5.9289%
[1546/2030] Raw: 6.1224 | Validated: 5.9289%
[1547/2030] Raw: 6.0204 | Validated: 5.9289%
[1548/2030] Raw: 6.0204 | Validated: 5.9289%
[1549/2030] Raw: 6.1224 | Validated: 5.9289%
[1550/2030] Raw: 6.1224 | Validated: 5.9289%
[1551/2030] Raw: 6.0204 | Validated: 5.9289%
[1552/2030] Raw: 6.0204 | Validated: 5.9289%
[1553/2030] Raw: 6.1224 | Validated: 5.9289%
[1554/2030] Raw: 6.1224 | Validated: 5.9289%
[1555/2030] Raw: 6.0204 | Validated: 5.9289%
[1556/2030] Raw: 6.0204 | Validated: 5.9289%
[1557/2030] Raw: 6.1224 | Validated: 5.9289%
[1558/2030] Raw: 6.1224 | Validated: 5.9289%
[1559/2030] Raw: 6.0204 | Validated: 5.9289%
[1560/2030] Raw: 6.0204 | Validated: 5.9289%
[1561/2030] Raw: 6.1224 | Validated: 5.9289%
[1562/2030] Raw: 6.1224 | Validated: 5.9289%
[1563/2030] Raw: 6.0204 | Validated: 5.9289%
[1564/2030] Raw: 6.0204 | Validated: 5.9289%
[1565/2030] Raw: 6.1224 | Validated: 5.9289%
[1566/2030] Raw: 6.1224 | Validated: 5.9289%
[1567/2030] Raw: 6.0204 | Validated: 5.9289%
[1568/2030] Raw: 6.1224 | Validated: 5.9289%
[1569/2030] Raw: 6.0204 | Validated: 5.9289%
[1570/2030] Raw: 6.1224 | Validated: 5.9289%
[1571/2030] Raw: 6.0204 | Validated: inf%
[1572/2030] Raw: 6.1224 | Validated: inf%
[1573/2030] Raw: 6.0204 | Validated: 5.9289%
[1574/2030] Raw: 6.1224 | Validated: 5.9289%
[1575/2030] Raw: 6.0204 | Validated: inf%
[1576/2030] Raw: 6.0204 | Validated: 5.9289%
[1577/2030] Raw: 6.0204 | Validated: 5.9289%
[1578/2030] Raw: 6.0204 | Validated: 5.9289%
[1579/2030] Raw: 6.0204 | Validated: 5.9289%
[1580/2030] Raw: 6.0204 | Validated: 5.9289%
[1581/2030] Raw: 6.0204 | Validated: 5.9289%
[1582/2030] Raw: 6.0204 | Validated: 5.9289%
[1583/2030] Raw: 6.0204 | Validated: 5.9289%
[1584/2030] Raw: 6.0204 | Validated: 5.9289%
[1585/2030] Raw: 6.0204 | Validated: 5.9289%
[1586/2030] Raw: 6.0204 | Validated: 5.9289%
[1587/2030] Raw: 6.0204 | Validated: 5.9289%
[1588/2030] Raw: 6.0204 | Validated: 5.9289%
[1589/2030] Raw: 6.0204 | Validated: 5.9289%
[1590/2030] Raw: 6.0204 | Validated: 5.9289%
[1591/2030] Raw: 6.0204 | Validated: 5.9289%
[1592/2030] Raw: 6.0204 | Validated: 5.9289%
[1593/2030] Raw: 6.0204 | Validated: 5.9289%
[1594/2030] Raw: 6.0204 | Validated: inf%
[1595/2030] Raw: 6.0204 | Validated: 5.9289%
[1596/2030] Raw: 6.0204 | Validated: 5.9289%
[1597/2030] Raw: 6.0204 | Validated: 5.9289%
[1598/2030] Raw: 6.0204 | Validated: 5.9289%
[1599/2030] Raw: 6.0204 | Validated: 5.9289%
[1600/2030] Raw: 6.0204 | Validated: 5.9289%
[1601/2030] Raw: 6.0204 | Validated: 5.9289%
[1602/2030] Raw: 6.0204 | Validated: 5.9289%
[1603/2030] Raw: 6.0204 | Validated: 5.9289%
[1604/2030] Raw: 6.0204 | Validated: 5.9289%
[1605/2030] Raw: 6.0204 | Validated: 5.9289%
[1606/2030] Raw: 6.0204 | Validated: 5.9289%
[1607/2030] Raw: 6.0204 | Validated: 5.9289%
[1608/2030] Raw: 6.0204 | Validated: 5.9289%
[1609/2030] Raw: 6.0204 | Validated: 5.9289%
[1610/2030] Raw: 6.0204 | Validated: 5.9289%
[1611/2030] Raw: 6.0204 | Validated: 5.9289%
[1612/2030] Raw: 6.0204 | Validated: inf%
[1613/2030] Raw: 6.0204 | Validated: inf%
[1614/2030] Raw: 6.0204 | Validated: inf%
[1615/2030] Raw: 6.0204 | Validated: inf%
[1616/2030] Raw: 6.0204 | Validated: 5.9289%
[1617/2030] Raw: 6.0204 | Validated: 5.9289%
[1618/2030] Raw: 6.0204 | Validated: 5.9289%
[1619/2030] Raw: 6.0204 | Validated: 5.9289%
[1620/2030] Raw: 6.0204 | Validated: 5.9289%
[1621/2030] Raw: 6.0204 | Validated: 5.9289%
[1622/2030] Raw: 6.0204 | Validated: 5.9289%
[1623/2030] Raw: 6.0204 | Validated: 5.9289%
[1624/2030] Raw: 6.0204 | Validated: 5.9289%
[1625/2030] Raw: 6.0204 | Validated: 5.9289%
[1626/2030] Raw: 6.0204 | Validated: 5.9289%
[1627/2030] Raw: 6.0204 | Validated: 5.9289%
[1628/2030] Raw: 6.0204 | Validated: 5.9289%
[1629/2030] Raw: 6.0204 | Validated: 5.9289%
[1630/2030] Raw: 6.0204 | Validated: 5.9289%
[1631/2030] Raw: 6.0204 | Validated: 5.9289%
[1632/2030] Raw: 6.0204 | Validated: 5.9289%
[1633/2030] Raw: 6.0204 | Validated: 5.9289%
[1634/2030] Raw: 6.0204 | Validated: 5.9289%
[1635/2030] Raw: 6.0204 | Validated: 5.9289%
[1636/2030] Raw: 6.0204 | Validated: 5.9289%
[1637/2030] Raw: 6.0204 | Validated: 5.9289%
[1638/2030] Raw: 6.0204 | Validated: 5.9289%
[1639/2030] Raw: 6.0204 | Validated: 5.9289%
[1640/2030] Raw: 6.0204 | Validated: 5.9289%
[1641/2030] Raw: 6.0204 | Validated: 5.9289%
[1642/2030] Raw: 6.0204 | Validated: 5.9289%
[1643/2030] Raw: 6.0204 | Validated: 5.9289%
[1644/2030] Raw: 6.0204 | Validated: 5.9289%
[1645/2030] Raw: 6.0204 | Validated: 5.9289%
[1646/2030] Raw: 6.0204 | Validated: 5.9289%
[1647/2030] Raw: 6.0204 | Validated: 5.9289%
[1648/2030] Raw: 6.0204 | Validated: 5.9289%
[1649/2030] Raw: 6.0204 | Validated: 5.9289%
[1650/2030] Raw: 6.0204 | Validated: 5.9289%
[1651/2030] Raw: 6.0204 | Validated: inf%
[1652/2030] Raw: 6.0204 | Validated: 5.9289%
[1653/2030] Raw: 6.0204 | Validated: inf%
[1654/2030] Raw: 6.0204 | Validated: 5.9289%
[1655/2030] Raw: 6.0204 | Validated: inf%
[1656/2030] Raw: 6.0204 | Validated: 5.9289%
[1657/2030] Raw: 6.0204 | Validated: 5.9289%
[1658/2030] Raw: 6.0204 | Validated: 5.9289%
[1659/2030] Raw: 6.0204 | Validated: 5.9289%
[1660/2030] Raw: 6.0204 | Validated: 5.9289%
[1661/2030] Raw: 6.0204 | Validated: 5.9289%
[1662/2030] Raw: 6.0204 | Validated: 5.9289%
[1663/2030] Raw: 6.0204 | Validated: 5.9289%
[1664/2030] Raw: 6.0204 | Validated: 5.9289%
[1665/2030] Raw: 6.0204 | Validated: 5.9289%
[1666/2030] Raw: 6.0204 | Validated: 5.9289%
[1667/2030] Raw: 6.0204 | Validated: 5.9289%
[1668/2030] Raw: 6.0204 | Validated: 5.9289%
[1669/2030] Raw: 6.0204 | Validated: 5.9289%
[1670/2030] Raw: 6.0204 | Validated: 5.9289%
[1671/2030] Raw: 6.0204 | Validated: 5.9289%
[1672/2030] Raw: 6.0204 | Validated: 5.9289%
[1673/2030] Raw: 6.0204 | Validated: 5.9289%
[1674/2030] Raw: 6.0204 | Validated: 5.9289%
[1675/2030] Raw: 6.0204 | Validated: 5.9289%
[1676/2030] Raw: 6.0204 | Validated: 5.9289%
[1677/2030] Raw: 6.0204 | Validated: 5.9289%
[1678/2030] Raw: 6.0204 | Validated: 5.9289%
[1679/2030] Raw: 6.0204 | Validated: 5.9289%
[1680/2030] Raw: 6.0204 | Validated: 5.9289%
[1681/2030] Raw: 6.0204 | Validated: 5.9289%
[1682/2030] Raw: 6.0204 | Validated: 5.9289%
[1683/2030] Raw: 6.0204 | Validated: 5.9289%
[1684/2030] Raw: 6.0204 | Validated: 5.9289%
[1685/2030] Raw: 6.0204 | Validated: 5.9289%
[1686/2030] Raw: 6.0204 | Validated: 5.9289%
[1687/2030] Raw: 6.0204 | Validated: 5.9289%
[1688/2030] Raw: 6.0204 | Validated: 5.9289%
[1689/2030] Raw: 6.0204 | Validated: inf%
[1690/2030] Raw: 6.0204 | Validated: inf%
[1691/2030] Raw: 6.0204 | Validated: 5.9289%
[1692/2030] Raw: 6.0204 | Validated: inf%
[1693/2030] Raw: 6.0204 | Validated: 5.9289%
[1694/2030] Raw: 6.0204 | Validated: 5.9289%
[1695/2030] Raw: 6.0204 | Validated: inf%
[1696/2030] Raw: 6.0204 | Validated: 5.9289%
[1697/2030] Raw: 6.0204 | Validated: 5.9289%
[1698/2030] Raw: 6.0204 | Validated: 5.9289%
[1699/2030] Raw: 6.0204 | Validated: 5.9289%
[1700/2030] Raw: 6.0204 | Validated: 5.9289%
[1701/2030] Raw: 6.0204 | Validated: 5.9289%
[1702/2030] Raw: 6.0204 | Validated: 5.9289%
[1703/2030] Raw: 6.0204 | Validated: 5.9289%
[1704/2030] Raw: 6.0204 | Validated: 5.9289%
[1705/2030] Raw: 6.0204 | Validated: 5.9289%
[1706/2030] Raw: 6.0204 | Validated: 5.9289%
[1707/2030] Raw: 6.0204 | Validated: 5.9289%
[1708/2030] Raw: 6.0204 | Validated: 5.9289%
[1709/2030] Raw: 6.0204 | Validated: 5.9289%
[1710/2030] Raw: 6.0204 | Validated: 5.9289%
[1711/2030] Raw: 6.0204 | Validated: 5.9289%
[1712/2030] Raw: 6.0204 | Validated: 5.9289%
[1713/2030] Raw: 6.0204 | Validated: 5.9289%
[1714/2030] Raw: 6.0204 | Validated: 5.9289%
[1715/2030] Raw: 6.0204 | Validated: 5.9289%
[1716/2030] Raw: 6.0204 | Validated: 5.9289%
[1717/2030] Raw: 6.0204 | Validated: 5.9289%
[1718/2030] Raw: 6.0204 | Validated: 5.9289%
[1719/2030] Raw: 6.0204 | Validated: 5.9289%
[1720/2030] Raw: 6.0204 | Validated: 5.9289%
[1721/2030] Raw: 6.0204 | Validated: 5.9289%
[1722/2030] Raw: 6.0204 | Validated: 5.9289%
[1723/2030] Raw: 6.0204 | Validated: 5.9289%
[1724/2030] Raw: 6.0204 | Validated: 5.9289%
[1725/2030] Raw: 6.0204 | Validated: 5.9289%
[1726/2030] Raw: 6.0204 | Validated: 5.9289%
[1727/2030] Raw: 6.0204 | Validated: 5.9289%
[1728/2030] Raw: 6.0204 | Validated: 5.9289%
[1729/2030] Raw: 6.0204 | Validated: 5.9289%
[1730/2030] Raw: 6.0204 | Validated: inf%
[1731/2030] Raw: 6.0204 | Validated: 5.9289%
[1732/2030] Raw: 6.0204 | Validated: 5.9289%
[1733/2030] Raw: 6.0204 | Validated: inf%
[1734/2030] Raw: 6.0204 | Validated: inf%
[1735/2030] Raw: 6.0204 | Validated: inf%
[1736/2030] Raw: 6.0204 | Validated: 5.9289%
[1737/2030] Raw: 6.0204 | Validated: 5.9289%
[1738/2030] Raw: 6.0204 | Validated: 5.9289%
[1739/2030] Raw: 6.0204 | Validated: 5.9289%
[1740/2030] Raw: 6.0204 | Validated: 5.9289%
[1741/2030] Raw: 6.0204 | Validated: 5.9289%
[1742/2030] Raw: 5.9184 | Validated: 5.9289%
[1743/2030] Raw: 6.0204 | Validated: 5.9289%
[1744/2030] Raw: 6.0204 | Validated: inf%
[1745/2030] Raw: 6.0204 | Validated: 5.9289%
[1746/2030] Raw: 5.9184 | Validated: 5.9289%
[1747/2030] Raw: 6.0204 | Validated: 5.9289%
[1748/2030] Raw: 6.0204 | Validated: 5.9289%
[1749/2030] Raw: 6.0204 | Validated: 5.9289%
[1750/2030] Raw: 5.9184 | Validated: 5.9289%
[1751/2030] Raw: 6.0204 | Validated: 5.9289%
[1752/2030] Raw: 6.0204 | Validated: 5.9289%
[1753/2030] Raw: 6.0204 | Validated: 5.9289%
[1754/2030] Raw: 5.9184 | Validated: 5.9289%
[1755/2030] Raw: 6.0204 | Validated: 5.9289%
[1756/2030] Raw: 6.0204 | Validated: 5.9289%
[1757/2030] Raw: 6.0204 | Validated: 5.9289%
[1758/2030] Raw: 5.9184 | Validated: 5.9289%
[1759/2030] Raw: 6.0204 | Validated: inf%
[1760/2030] Raw: 6.0204 | Validated: 5.9289%
[1761/2030] Raw: 6.0204 | Validated: 5.9289%
[1762/2030] Raw: 5.9184 | Validated: 5.9289%
[1763/2030] Raw: 6.0204 | Validated: 5.9289%
[1764/2030] Raw: 6.0204 | Validated: 5.9289%
[1765/2030] Raw: 6.0204 | Validated: 5.9289%
[1766/2030] Raw: 5.9184 | Validated: 5.9289%
[1767/2030] Raw: 6.0204 | Validated: 5.9289%
[1768/2030] Raw: 6.0204 | Validated: 5.9289%
[1769/2030] Raw: 6.0204 | Validated: 5.9289%
[1770/2030] Raw: 5.9184 | Validated: 5.9289%
[1771/2030] Raw: 6.0204 | Validated: inf%
[1772/2030] Raw: 6.0204 | Validated: inf%
[1773/2030] Raw: 5.9184 | Validated: inf%
[1774/2030] Raw: 6.0204 | Validated: 5.9289%
[1775/2030] Raw: 6.0204 | Validated: inf%
[1776/2030] Raw: 6.0204 | Validated: 5.9289%
[1777/2030] Raw: 5.9184 | Validated: 5.9289%
[1778/2030] Raw: 5.9184 | Validated: 5.9289%
[1779/2030] Raw: 6.0204 | Validated: 5.9289%
[1780/2030] Raw: 5.9184 | Validated: 5.9289%
[1781/2030] Raw: 6.0204 | Validated: 5.9289%
[1782/2030] Raw: 5.9184 | Validated: 5.9289%
[1783/2030] Raw: 6.0204 | Validated: 5.9289%
[1784/2030] Raw: 5.9184 | Validated: 5.9289%
[1785/2030] Raw: 6.0204 | Validated: 5.9289%
[1786/2030] Raw: 5.9184 | Validated: 5.9289%
[1787/2030] Raw: 6.0204 | Validated: 5.9289%
[1788/2030] Raw: 5.9184 | Validated: 5.9289%
[1789/2030] Raw: 5.9184 | Validated: 5.9289%
[1790/2030] Raw: 6.0204 | Validated: 5.9289%
[1791/2030] Raw: 6.0204 | Validated: 5.9289%
[1792/2030] Raw: 5.9184 | Validated: 5.9289%
[1793/2030] Raw: 6.0204 | Validated: 5.9289%
[1794/2030] Raw: 5.9184 | Validated: 5.9289%
[1795/2030] Raw: 6.0204 | Validated: 5.9289%
[1796/2030] Raw: 5.9184 | Validated: inf%
[1797/2030] Raw: 5.9184 | Validated: 5.9289%
[1798/2030] Raw: 6.0204 | Validated: 5.9289%
[1799/2030] Raw: 6.0204 | Validated: 5.9289%
[1800/2030] Raw: 5.9184 | Validated: 5.9289%
[1801/2030] Raw: 5.9184 | Validated: 5.9289%
[1802/2030] Raw: 6.0204 | Validated: 5.9289%
[1803/2030] Raw: 5.9184 | Validated: 5.9289%
[1804/2030] Raw: 6.0204 | Validated: 5.9289%
[1805/2030] Raw: 5.9184 | Validated: 5.9289%
[1806/2030] Raw: 6.0204 | Validated: 5.9289%
[1807/2030] Raw: 5.9184 | Validated: 5.9289%
[1808/2030] Raw: 6.0204 | Validated: 5.9289%
[1809/2030] Raw: 5.9184 | Validated: 5.9289%
[1810/2030] Raw: 6.0204 | Validated: 5.9289%
[1811/2030] Raw: 5.9184 | Validated: inf%
[1812/2030] Raw: 6.0204 | Validated: 5.9289%
[1813/2030] Raw: 5.9184 | Validated: inf%
[1814/2030] Raw: 6.0204 | Validated: inf%
[1815/2030] Raw: 6.0204 | Validated: inf%
[1816/2030] Raw: 5.9184 | Validated: 5.9289%
[1817/2030] Raw: 5.9184 | Validated: 5.9289%
[1818/2030] Raw: 5.9184 | Validated: 5.9289%
[1819/2030] Raw: 5.9184 | Validated: 5.9289%
[1820/2030] Raw: 5.9184 | Validated: 5.9289%
[1821/2030] Raw: 5.9184 | Validated: 5.9289%
[1822/2030] Raw: 5.9184 | Validated: 5.9289%
[1823/2030] Raw: 5.9184 | Validated: 5.9289%
[1824/2030] Raw: 5.9184 | Validated: 5.9289%
[1825/2030] Raw: 5.9184 | Validated: 5.9289%
[1826/2030] Raw: 5.9184 | Validated: 5.9289%
[1827/2030] Raw: 5.9184 | Validated: 5.9289%
[1828/2030] Raw: 5.9184 | Validated: 5.9289%
[1829/2030] Raw: 5.9184 | Validated: 5.9289%
[1830/2030] Raw: 5.9184 | Validated: 5.9289%
[1831/2030] Raw: 5.9184 | Validated: 5.9289%
[1832/2030] Raw: 5.9184 | Validated: inf%
[1833/2030] Raw: 5.9184 | Validated: 5.9289%
[1834/2030] Raw: 5.9184 | Validated: 5.9289%
[1835/2030] Raw: 5.9184 | Validated: 5.9289%
[1836/2030] Raw: 5.9184 | Validated: 5.9289%
[1837/2030] Raw: 5.9184 | Validated: 5.9289%
[1838/2030] Raw: 5.9184 | Validated: 5.9289%
[1839/2030] Raw: 5.9184 | Validated: 5.9289%
[1840/2030] Raw: 5.9184 | Validated: 5.9289%
[1841/2030] Raw: 5.9184 | Validated: 5.9289%
[1842/2030] Raw: 5.9184 | Validated: 5.9289%
[1843/2030] Raw: 5.9184 | Validated: 5.9289%
[1844/2030] Raw: 5.9184 | Validated: 5.9289%
[1845/2030] Raw: 5.9184 | Validated: 5.9289%
[1846/2030] Raw: 5.9184 | Validated: 5.9289%
[1847/2030] Raw: 5.9184 | Validated: 5.9289%
[1848/2030] Raw: 5.9184 | Validated: 5.9289%
[1849/2030] Raw: 5.9184 | Validated: 5.9289%
[1850/2030] Raw: 5.9184 | Validated: 5.9289%
[1851/2030] Raw: 5.9184 | Validated: inf%
[1852/2030] Raw: 5.9184 | Validated: inf%
[1853/2030] Raw: 5.9184 | Validated: 5.9289%
[1854/2030] Raw: 5.9184 | Validated: 5.9289%
[1855/2030] Raw: 5.9184 | Validated: inf%
[1856/2030] Raw: 5.9184 | Validated: 5.9289%
[1857/2030] Raw: 5.9184 | Validated: 5.9289%
[1858/2030] Raw: 5.9184 | Validated: 5.9289%
[1859/2030] Raw: 5.9184 | Validated: 5.9289%
[1860/2030] Raw: 5.9184 | Validated: 5.9289%
[1861/2030] Raw: 5.9184 | Validated: 5.9289%
[1862/2030] Raw: 5.9184 | Validated: 5.9289%
[1863/2030] Raw: 5.9184 | Validated: 5.9289%
[1864/2030] Raw: 5.9184 | Validated: 5.9289%
[1865/2030] Raw: 5.9184 | Validated: 5.9289%
[1866/2030] Raw: 5.9184 | Validated: 5.9289%
[1867/2030] Raw: 5.9184 | Validated: 5.9289%
[1868/2030] Raw: 5.8163 | Validated: 5.8300%
[1869/2030] Raw: 5.9184 | Validated: 5.9289%
[1870/2030] Raw: 5.9184 | Validated: 5.9289%
[1871/2030] Raw: 5.8163 | Validated: 5.8300%
[1872/2030] Raw: 5.9184 | Validated: 5.9289%
[1873/2030] Raw: 5.9184 | Validated: 5.9289%
[1874/2030] Raw: 5.9184 | Validated: 5.9289%
[1875/2030] Raw: 5.8163 | Validated: 5.8300%
[1876/2030] Raw: 5.9184 | Validated: 5.9289%
[1877/2030] Raw: 5.9184 | Validated: 5.9289%
[1878/2030] Raw: 5.9184 | Validated: 5.9289%
[1879/2030] Raw: 5.8163 | Validated: 5.8300%
[1880/2030] Raw: 5.9184 | Validated: 5.9289%
[1881/2030] Raw: 5.9184 | Validated: 5.9289%
[1882/2030] Raw: 5.9184 | Validated: 5.9289%
[1883/2030] Raw: 5.8163 | Validated: 5.8300%
[1884/2030] Raw: 5.9184 | Validated: 5.9289%
[1885/2030] Raw: 5.9184 | Validated: 5.9289%
[1886/2030] Raw: 5.9184 | Validated: 5.9289%
[1887/2030] Raw: 5.8163 | Validated: 5.8300%
[1888/2030] Raw: 5.9184 | Validated: 5.9289%
[1889/2030] Raw: 5.8163 | Validated: inf%
[1890/2030] Raw: 5.9184 | Validated: 5.9289%
[1891/2030] Raw: 5.9184 | Validated: 5.9289%
[1892/2030] Raw: 5.9184 | Validated: inf%
[1893/2030] Raw: 5.9184 | Validated: 5.9289%
[1894/2030] Raw: 5.9184 | Validated: 5.9289%
[1895/2030] Raw: 5.9184 | Validated: inf%
[1896/2030] Raw: 5.8163 | Validated: 5.8300%
[1897/2030] Raw: 5.8163 | Validated: 5.8300%
[1898/2030] Raw: 5.9184 | Validated: 5.9289%
[1899/2030] Raw: 5.9184 | Validated: 5.9289%
[1900/2030] Raw: 5.8163 | Validated: 5.8300%
[1901/2030] Raw: 5.8163 | Validated: 5.8300%
[1902/2030] Raw: 5.9184 | Validated: 5.9289%
[1903/2030] Raw: 5.9184 | Validated: 5.9289%
[1904/2030] Raw: 5.8163 | Validated: 5.8300%
[1905/2030] Raw: 5.8163 | Validated: 5.8300%
[1906/2030] Raw: 5.9184 | Validated: 5.9289%
[1907/2030] Raw: 5.9184 | Validated: 5.9289%
[1908/2030] Raw: 5.8163 | Validated: 5.8300%
[1909/2030] Raw: 5.8163 | Validated: 5.8300%
[1910/2030] Raw: 5.9184 | Validated: 5.9289%
[1911/2030] Raw: 5.8163 | Validated: 5.8300%
[1912/2030] Raw: 5.9184 | Validated: 5.9289%
[1913/2030] Raw: 5.8163 | Validated: 5.8300%
[1914/2030] Raw: 5.8163 | Validated: 5.8300%
[1915/2030] Raw: 5.8163 | Validated: 5.8300%
[1916/2030] Raw: 5.9184 | Validated: 5.9289%
[1917/2030] Raw: 5.9184 | Validated: 5.9289%
[1918/2030] Raw: 5.8163 | Validated: 5.8300%
[1919/2030] Raw: 5.8163 | Validated: 5.8300%
[1920/2030] Raw: 5.9184 | Validated: 5.9289%
[1921/2030] Raw: 5.9184 | Validated: 5.9289%
[1922/2030] Raw: 5.8163 | Validated: 5.8300%
[1923/2030] Raw: 5.8163 | Validated: 5.8300%
[1924/2030] Raw: 5.9184 | Validated: 5.9289%
[1925/2030] Raw: 5.9184 | Validated: 5.9289%
[1926/2030] Raw: 5.8163 | Validated: 5.8300%
[1927/2030] Raw: 5.8163 | Validated: 5.8300%
[1928/2030] Raw: 5.9184 | Validated: 5.9289%
[1929/2030] Raw: 5.9184 | Validated: 5.9289%
[1930/2030] Raw: 5.8163 | Validated: inf%
[1931/2030] Raw: 5.8163 | Validated: inf%
[1932/2030] Raw: 5.9184 | Validated: 5.9289%
[1933/2030] Raw: 5.9184 | Validated: 5.9289%
[1934/2030] Raw: 5.9184 | Validated: inf%
[1935/2030] Raw: 5.9184 | Validated: inf%
[1936/2030] Raw: 5.8163 | Validated: 5.8300%
[1937/2030] Raw: 5.8163 | Validated: 5.8300%
[1938/2030] Raw: 5.8163 | Validated: 5.8300%
[1939/2030] Raw: 5.8163 | Validated: 5.8300%
[1940/2030] Raw: 5.8163 | Validated: 5.8300%
[1941/2030] Raw: 5.8163 | Validated: 5.8300%
[1942/2030] Raw: 5.8163 | Validated: 5.8300%
[1943/2030] Raw: 5.8163 | Validated: 5.8300%
[1944/2030] Raw: 5.8163 | Validated: 5.8300%
[1945/2030] Raw: 5.8163 | Validated: 5.8300%
[1946/2030] Raw: 5.8163 | Validated: 5.8300%
[1947/2030] Raw: 5.8163 | Validated: 5.8300%
[1948/2030] Raw: 5.8163 | Validated: 5.8300%
[1949/2030] Raw: 5.8163 | Validated: 5.8300%
[1950/2030] Raw: 5.8163 | Validated: 5.8300%
[1951/2030] Raw: 5.8163 | Validated: 5.8300%
[1952/2030] Raw: 5.8163 | Validated: 5.8300%
[1953/2030] Raw: 5.8163 | Validated: 5.8300%
[1954/2030] Raw: 5.8163 | Validated: 5.8300%
[1955/2030] Raw: 5.8163 | Validated: 5.8300%
[1956/2030] Raw: 5.8163 | Validated: 5.8300%
[1957/2030] Raw: 5.8163 | Validated: 5.8300%
[1958/2030] Raw: 5.8163 | Validated: 5.8300%
[1959/2030] Raw: 5.8163 | Validated: 5.8300%
[1960/2030] Raw: 5.8163 | Validated: 5.8300%
[1961/2030] Raw: 5.8163 | Validated: 5.8300%
[1962/2030] Raw: 5.8163 | Validated: 5.8300%
[1963/2030] Raw: 5.8163 | Validated: 5.8300%
[1964/2030] Raw: 5.8163 | Validated: 5.8300%
[1965/2030] Raw: 5.8163 | Validated: 5.8300%
[1966/2030] Raw: 5.8163 | Validated: 5.8300%
[1967/2030] Raw: 5.8163 | Validated: 5.8300%
[1968/2030] Raw: 5.8163 | Validated: 5.8300%
[1969/2030] Raw: 5.8163 | Validated: 5.8300%
[1970/2030] Raw: 5.8163 | Validated: 5.8300%
[1971/2030] Raw: 5.8163 | Validated: 5.8300%
[1972/2030] Raw: 5.8163 | Validated: 5.8300%
[1973/2030] Raw: 5.8163 | Validated: 5.8300%
[1974/2030] Raw: 5.8163 | Validated: 5.8300%
[1975/2030] Raw: 5.8163 | Validated: 5.8300%
[1976/2030] Raw: 5.8163 | Validated: 5.8300%
[1977/2030] Raw: 5.8163 | Validated: 5.8300%
[1978/2030] Raw: 5.8163 | Validated: 5.8300%
[1979/2030] Raw: 5.8163 | Validated: 5.8300%
